file_id,file_name,full_path,file_extension,file_size_bytes,file_size_mb,last_modified,current_folder,parent_folder,group_name,company_folder,company_code,web_url,download_url,matched_company_id,matched_company_name,document_type
"",TEK 3. Tekna WBC Statement 699 618.pdf,Corporate/Tekna Group/TEK 3. Tekna WBC Statement 699 618.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TEK 4. Tekna WBC Statement 699 618.pdf,Corporate/Tekna Group/TEK 4. Tekna WBC Statement 699 618.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TEK ATO Activity statement 002.pdf,Corporate/Tekna Group/TEK ATO Activity statement 002.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TEK ATO Activity statement 003.pdf,Corporate/Tekna Group/TEK ATO Activity statement 003.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TEK Verification statement for 202204070045778.pdf,Corporate/Tekna Group/TEK Verification statement for 202204070045778.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TEK Verification statement for 202311070015436.pdf,Corporate/Tekna Group/TEK Verification statement for 202311070015436.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TEK Constitution Tekna.docx,Corporate/Tekna Group/TEK Constitution Tekna.docx,.docx,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.docx
"",TEK Constitution Tekna.pdf,Corporate/Tekna Group/TEK Constitution Tekna.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TEK 20231017.LV.Tekna Pty Ltd.Board Resolution.Intercompany Loans.pdf,Corporate/Tekna Group/TEK 20231017.LV.Tekna Pty Ltd.Board Resolution.Intercompany Loans.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TEK 20231017.LV.Tekna Pty Ltd.General Security Deed (GEN2612 to Tekna).pdf,Corporate/Tekna Group/TEK 20231017.LV.Tekna Pty Ltd.General Security Deed (GEN2612 to Tekna).pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TEK 20231017.LV.Tekna Pty Ltd.General Security Deed (Plug Investments to Tekna).pdf,Corporate/Tekna Group/TEK 20231017.LV.Tekna Pty Ltd.General Security Deed (Plug Investments to Tekna).pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TEK 20231017.LV.Tekna Pty Ltd.Secured Loan Deed (Plug Investments to Tekna).pdf,Corporate/Tekna Group/TEK 20231017.LV.Tekna Pty Ltd.Secured Loan Deed (Plug Investments to Tekna).pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TEK 20231020.LV.Tekna Pty Ltd.Secured Loan Deed (GEN2612 to Tekna).pdf,Corporate/Tekna Group/TEK 20231020.LV.Tekna Pty Ltd.Secured Loan Deed (GEN2612 to Tekna).pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TEK Loan Agreement - Gen2612 & Tekna.pdf,Corporate/Tekna Group/TEK Loan Agreement - Gen2612 & Tekna.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TEK PPSR.pdf,Corporate/Tekna Group/TEK PPSR.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TEK Security Deed - Tekna & GEN2612.pdf,Corporate/Tekna Group/TEK Security Deed - Tekna & GEN2612.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TEK Token Issued for 202204070045778.pdf,Corporate/Tekna Group/TEK Token Issued for 202204070045778.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TEK Token Issued for 202311070015436.pdf,Corporate/Tekna Group/TEK Token Issued for 202311070015436.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TEK Gen2612 Minutes to Lend Money to Tekna.pdf,Corporate/Tekna Group/TEK Gen2612 Minutes to Lend Money to Tekna.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TEK Minutes - GEN2612.pdf,Corporate/Tekna Group/TEK Minutes - GEN2612.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TEK Minutes - Tekna .pdf,Corporate/Tekna Group/TEK Minutes - Tekna .pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TEK Plug Investments Minutes to Lend Money to Tekna.pdf,Corporate/Tekna Group/TEK Plug Investments Minutes to Lend Money to Tekna.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TEK 20231211.LV.Tekna Pty Ltd.Board Resolution.Share Issue.pdf,Corporate/Tekna Group/TEK 20231211.LV.Tekna Pty Ltd.Board Resolution.Share Issue.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TEK 20231211.LV.Tekna Pty Ltd.Members Resolution.Share Issue.pdf,Corporate/Tekna Group/TEK 20231211.LV.Tekna Pty Ltd.Members Resolution.Share Issue.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TEK 20231211.LV.Tekna Pty Ltd.Share Certificate 1 (PROV).pdf,Corporate/Tekna Group/TEK 20231211.LV.Tekna Pty Ltd.Share Certificate 1 (PROV).pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TEK 20231211.LV.Tekna Pty Ltd.Share Certificate 2 (Sam).pdf,Corporate/Tekna Group/TEK 20231211.LV.Tekna Pty Ltd.Share Certificate 2 (Sam).pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TEK Balance-Sheet-Report.xlsx,Corporate/Tekna Group/TEK Balance-Sheet-Report.xlsx,.xlsx,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.xlsx
"",TEK Circular Board Resolution.pdf,Corporate/Tekna Group/TEK Circular Board Resolution.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TEK Circular Members Resolution.pdf,Corporate/Tekna Group/TEK Circular Members Resolution.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TEK Issue New Shares.xlsx,Corporate/Tekna Group/TEK Issue New Shares.xlsx,.xlsx,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.xlsx
"",TEK Profit-Loss-Report.xlsx,Corporate/Tekna Group/TEK Profit-Loss-Report.xlsx,.xlsx,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.xlsx
"",TEK Share Certificate.pdf,Corporate/Tekna Group/TEK Share Certificate.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TEK Share Transfer Form PFT and THFT Tekna.pdf,Corporate/Tekna Group/TEK Share Transfer Form PFT and THFT Tekna.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TEK Share Transfer Form.pdf,Corporate/Tekna Group/TEK Share Transfer Form.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TEK Tekna Homes Share Certificate 1.pdf,Corporate/Tekna Group/TEK Tekna Homes Share Certificate 1.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TEK Tekna Homes Share Certificate 2.pdf,Corporate/Tekna Group/TEK Tekna Homes Share Certificate 2.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TEK Tekna Pty Ltd.Circular Board Resolution.240516.DRAFT.docx,Corporate/Tekna Group/TEK Tekna Pty Ltd.Circular Board Resolution.240516.DRAFT.docx,.docx,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.docx
"",TEK Tekna Pty Ltd.Circular Members Resolution.240516.DRAFT.docx,Corporate/Tekna Group/TEK Tekna Pty Ltd.Circular Members Resolution.240516.DRAFT.docx,.docx,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.docx
"",TEK Tekna Pty Ltd.Share Certificate.240516.DRAFT.docx,Corporate/Tekna Group/TEK Tekna Pty Ltd.Share Certificate.240516.DRAFT.docx,.docx,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.docx
"",TEK Tekna Pty Ltd.Share Transfer Form.240516.DRAFT.docx,Corporate/Tekna Group/TEK Tekna Pty Ltd.Share Transfer Form.240516.DRAFT.docx,.docx,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.docx
"",TH - Debtor's Ledger Report - EOFY25.pdf,Corporate/Tekna Group/TH - Debtor's Ledger Report - EOFY25.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TH - View company details - EOFY25.pdf,Corporate/Tekna Group/TH - View company details - EOFY25.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TH 22.03.31 Certificate Of Registration - TEKNA LICENCE PTY LTD.pdf,Corporate/Tekna Group/TH 22.03.31 Certificate Of Registration - TEKNA LICENCE PTY LTD.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TH 484_invoice_190428990.pdf,Corporate/Tekna Group/TH 484_invoice_190428990.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TH Annual Solvency Minutes TH.pdf,Corporate/Tekna Group/TH Annual Solvency Minutes TH.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TH Application for Incorporation TH.pdf,Corporate/Tekna Group/TH Application for Incorporation TH.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TH Application for Shares Template TH.docx,Corporate/Tekna Group/TH Application for Shares Template TH.docx,.docx,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.docx
"",TH Application for Shares TH.docx,Corporate/Tekna Group/TH Application for Shares TH.docx,.docx,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.docx
"",TH ASIC Key For Trading Name Tekna Homes TH.pdf,Corporate/Tekna Group/TH ASIC Key For Trading Name Tekna Homes TH.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TH ASIC Key TH.PDF,Corporate/Tekna Group/TH ASIC Key TH.PDF,.PDF,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.PDF
"",TH ASIC Tekna Kitchens Trading Name.pdf,Corporate/Tekna Group/TH ASIC Tekna Kitchens Trading Name.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TH ASIC Trading Name TH.PDF,Corporate/Tekna Group/TH ASIC Trading Name TH.PDF,.PDF,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.PDF
"",TH ASIC Updated Share Register 22122023.pdf,Corporate/Tekna Group/TH ASIC Updated Share Register 22122023.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TH Change of Business Address TH.pdf,Corporate/Tekna Group/TH Change of Business Address TH.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TH Corporate Key TH.pdf,Corporate/Tekna Group/TH Corporate Key TH.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TH EOY ASIC FY23 TH.pdf,Corporate/Tekna Group/TH EOY ASIC FY23 TH.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TH EOY ASIC FY24 TH.pdf,Corporate/Tekna Group/TH EOY ASIC FY24 TH.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TH Officeholder Consent Samuel James Harder TH.docx,Corporate/Tekna Group/TH Officeholder Consent Samuel James Harder TH.docx,.docx,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.docx
"",TH Registered Office Multiplace TH.pdf,Corporate/Tekna Group/TH Registered Office Multiplace TH.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TH Tekna Homes ASIC Annual Review 2025.pdf,Corporate/Tekna Group/TH Tekna Homes ASIC Annual Review 2025.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TH TEKNA_LICENCE_PTY_LTD_(Register_of_officers).pdf,Corporate/Tekna Group/TH TEKNA_LICENCE_PTY_LTD_(Register_of_officers).pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TH TEKNA_LICENCE_PTY_LTD_(Resolution_of_the_Directors).pdf,Corporate/Tekna Group/TH TEKNA_LICENCE_PTY_LTD_(Resolution_of_the_Directors).pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TH TEKNA_LICENCE_PTY_LTD_484-B2.pdf,Corporate/Tekna Group/TH TEKNA_LICENCE_PTY_LTD_484-B2.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TH TEKNA_LICENCE_PTY_LTD_Andrew_Mark_Clement_(ASIC_484B2_Consent_to_Act).pdf,Corporate/Tekna Group/TH TEKNA_LICENCE_PTY_LTD_Andrew_Mark_Clement_(ASIC_484B2_Consent_to_Act).pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TH Cabinetry Making Machinery Invoice.pdf,Corporate/Tekna Group/TH Cabinetry Making Machinery Invoice.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TH ATO Account Summary.pdf,Corporate/Tekna Group/TH ATO Account Summary.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TH ATO Income tax 001.pdf,Corporate/Tekna Group/TH ATO Income tax 001.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TH EOY ATO FY24 TH.pdf,Corporate/Tekna Group/TH EOY ATO FY24 TH.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TH Tekna Homes BAS Report April-June 2024FY.pdf,Corporate/Tekna Group/TH Tekna Homes BAS Report April-June 2024FY.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TH Tekna Homes BAS Report Jan-March 2024FY.pdf,Corporate/Tekna Group/TH Tekna Homes BAS Report Jan-March 2024FY.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TH Tekna License (Tekna Homes) BAS Report July-Sep 2023.xlsx,Corporate/Tekna Group/TH Tekna License (Tekna Homes) BAS Report July-Sep 2023.xlsx,.xlsx,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.xlsx
"",TH 1. Tekna Homes  WBC 702 733 FY25.pdf,Corporate/Tekna Group/TH 1. Tekna Homes  WBC 702 733 FY25.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TH 2. Tekna Homes  WBC 702 733 FY25.pdf,Corporate/Tekna Group/TH 2. Tekna Homes  WBC 702 733 FY25.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TH 3. Tekna Homes  WBC 702 733 FY25.pdf,Corporate/Tekna Group/TH 3. Tekna Homes  WBC 702 733 FY25.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TH 4. Tekna Homes  WBC 702 733 FY25.pdf,Corporate/Tekna Group/TH 4. Tekna Homes  WBC 702 733 FY25.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TH EOY NAB 302971208 FY22 TH.pdf,Corporate/Tekna Group/TH EOY NAB 302971208 FY22 TH.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TH EOY NAB 302971208 FY23 TH.pdf,Corporate/Tekna Group/TH EOY NAB 302971208 FY23 TH.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TH EOY NAB 302971208 FY24 TH.pdf,Corporate/Tekna Group/TH EOY NAB 302971208 FY24 TH.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TH EOY WBC 702 733 FY24 TH.pdf,Corporate/Tekna Group/TH EOY WBC 702 733 FY24 TH.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TH ATO Activity statement 002.pdf,Corporate/Tekna Group/TH ATO Activity statement 002.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TH Verification Statement TH from TD.pdf,Corporate/Tekna Group/TH Verification Statement TH from TD.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TH Constitution Tekna Licence TH.docx,Corporate/Tekna Group/TH Constitution Tekna Licence TH.docx,.docx,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.docx
"",TH Constitution Tekna Licence TH.pdf,Corporate/Tekna Group/TH Constitution Tekna Licence TH.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TH Board Resolution Loans Tekna Homes TD.pdf,Corporate/Tekna Group/TH Board Resolution Loans Tekna Homes TD.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TH Loan Tekna Homes from TD.pdf,Corporate/Tekna Group/TH Loan Tekna Homes from TD.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TH Security Deed Tekna Homes from TD.pdf,Corporate/Tekna Group/TH Security Deed Tekna Homes from TD.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TH Token Issued TH from TD.pdf,Corporate/Tekna Group/TH Token Issued TH from TD.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TH 22.03.31 - Share Certificate - Tekna Licence.docx,Corporate/Tekna Group/TH 22.03.31 - Share Certificate - Tekna Licence.docx,.docx,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.docx
"",TH Register of Charges TH.docx,Corporate/Tekna Group/TH Register of Charges TH.docx,.docx,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.docx
"",TH Register of Debentures TH.docx,Corporate/Tekna Group/TH Register of Debentures TH.docx,.docx,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.docx
"",TH Register of Members TH.docx,Corporate/Tekna Group/TH Register of Members TH.docx,.docx,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.docx
"",TH Resolution of Members TH.docx,Corporate/Tekna Group/TH Resolution of Members TH.docx,.docx,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.docx
"",TH Summary TH.pdf,Corporate/Tekna Group/TH Summary TH.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TH Tekna Homes 29112023 View company details.pdf,Corporate/Tekna Group/TH Tekna Homes 29112023 View company details.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TH Tekna Homes Resolution Issue New Shares.pdf,Corporate/Tekna Group/TH Tekna Homes Resolution Issue New Shares.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TH Tekna Homes Share Certificate 1.pdf,Corporate/Tekna Group/TH Tekna Homes Share Certificate 1.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TH Tekna Homes Share Certificate 2.pdf,Corporate/Tekna Group/TH Tekna Homes Share Certificate 2.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TH Tekna Homes Share Register.pdf,Corporate/Tekna Group/TH Tekna Homes Share Register.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TH Tekna Resolution Share Purchase.pdf,Corporate/Tekna Group/TH Tekna Resolution Share Purchase.pdf,.pdf,0,0,"",Tekna Group,Tekna Group,Tekna Group,Tekna Group,"","","",1,Tekna Pty Ltd,.pdf
"",TPFT Trust Deed TPFT.pdf,Corporate/The Promise Group/TPFT Trust Deed TPFT.pdf,.pdf,0,0,"",The Promise Group,The Promise Group,The Promise Group,The Promise Group,"","","","","",.pdf
"",TPFT Share Transfer Form TPFT.pdf,Corporate/The Promise Group/TPFT Share Transfer Form TPFT.pdf,.pdf,0,0,"",The Promise Group,The Promise Group,The Promise Group,The Promise Group,"","","","","",.pdf
"",TPQ Annual solvency declaration of LIVIN THE DREAM PTY LTD (2011).pdf,Corporate/The Promise Group/TPQ Annual solvency declaration of LIVIN THE DREAM PTY LTD (2011).pdf,.pdf,0,0,"",The Promise Group,The Promise Group,The Promise Group,The Promise Group,"","","","","",.pdf
"",TPQ Annual solvency declaration of LIVIN THE DREAM PTY LTD (2012).pdf,Corporate/The Promise Group/TPQ Annual solvency declaration of LIVIN THE DREAM PTY LTD (2012).pdf,.pdf,0,0,"",The Promise Group,The Promise Group,The Promise Group,The Promise Group,"","","","","",.pdf
"",TPQ Annual solvency declaration of LIVIN THE DREAM PTY LTD (2013).pdf,Corporate/The Promise Group/TPQ Annual solvency declaration of LIVIN THE DREAM PTY LTD (2013).pdf,.pdf,0,0,"",The Promise Group,The Promise Group,The Promise Group,The Promise Group,"","","","","",.pdf
"",TPQ Annual solvency declaration of LIVIN THE DREAM PTY LTD (2014).pdf,Corporate/The Promise Group/TPQ Annual solvency declaration of LIVIN THE DREAM PTY LTD (2014).pdf,.pdf,0,0,"",The Promise Group,The Promise Group,The Promise Group,The Promise Group,"","","","","",.pdf
"",TPQ Annual solvency declaration of LIVIN THE DREAM PTY LTD (2015).pdf,Corporate/The Promise Group/TPQ Annual solvency declaration of LIVIN THE DREAM PTY LTD (2015).pdf,.pdf,0,0,"",The Promise Group,The Promise Group,The Promise Group,The Promise Group,"","","","","",.pdf
"",TPQ Annual solvency declaration of LIVIN THE DREAM PTY LTD (2016).pdf,Corporate/The Promise Group/TPQ Annual solvency declaration of LIVIN THE DREAM PTY LTD (2016).pdf,.pdf,0,0,"",The Promise Group,The Promise Group,The Promise Group,The Promise Group,"","","","","",.pdf
"",TPQ Annual solvency declaration of LIVIN THE DREAM PTY LTD (2017).pdf,Corporate/The Promise Group/TPQ Annual solvency declaration of LIVIN THE DREAM PTY LTD (2017).pdf,.pdf,0,0,"",The Promise Group,The Promise Group,The Promise Group,The Promise Group,"","","","","",.pdf
"",TPQ Annual solvency declaration of LIVIN THE DREAM PTY LTD (2018).pdf,Corporate/The Promise Group/TPQ Annual solvency declaration of LIVIN THE DREAM PTY LTD (2018).pdf,.pdf,0,0,"",The Promise Group,The Promise Group,The Promise Group,The Promise Group,"","","","","",.pdf
"",TPQ Annual solvency declaration of LIVIN THE DREAM PTY LTD (2019).pdf,Corporate/The Promise Group/TPQ Annual solvency declaration of LIVIN THE DREAM PTY LTD (2019).pdf,.pdf,0,0,"",The Promise Group,The Promise Group,The Promise Group,The Promise Group,"","","","","",.pdf
